UF;MUNICÍPIO;CARGO;NOME DO CANDIDATO;NOME NA URNA;DS_SIT_TOT_TURNO
BA;BRUMADO;VEREADOR;VANDERLEI BASTOS MIRANDA;BOCA;ELEITO POR QP
BA;CAMAMU;VEREADOR;ANDRE VINICIUS SOUZA COSTA;VINICIUS DE BARAU;ELEITO POR QP
SP;ADAMANTINA;VEREADOR;HELIO JOSE DOS SANTOS;PROFESSOR HELIO;ELEITO POR QP
BA;CAMAMU;VEREADOR;ANILSON SOUZA DA HORA;ANILSON DO GELO;ELEITO POR QP
MG;CAXAMBU;VEREADOR;EDUVALDO FERREIRA;EDU DO TÁXI;ELEITO POR QP
BA;SALVADOR;VEREADOR;ALBERTO VIANNA BRAGA NETO;ALBERTO BRAGA;ELEITO POR QP
SP;BARUERI;VEREADOR;ORNEDO NEVES DE SOUZA;ORNEDO;ELEITO POR QP
MG;JUIZ DE FORA;VEREADOR;JEFFERSON DA SILVA JANUÁRIO;NEGRO BÚSSOLA;ELEITO POR QP
SP;CARAPICUÍBA;VEREADOR;JOSE EDUARDO VIANA DOS ANJOS;EDUARDO ZEZINHO CONSIDERADO;ELEITO POR QP
BA;SALVADOR;VEREADOR;MARTA RODRIGUES SOUSA DE BRITO COSTA;MARTA RODRIGUES;ELEITO POR QP
RN;DOUTOR SEVERIANO;VEREADOR;JANDUÍ PIRES DANTAS;JANDUÍ PIRES;ELEITO POR QP
MG;SÃO JOÃO DO PARAÍSO;VEREADOR;ORLINDO DA SILVA NETO;PROFESSOR ORLINDO DO MANDACARU;ELEITO POR QP
SP;LUIZIÂNIA;VEREADOR;FRANCISCO VIEIRA SAMPAIO FILHO;CHIQUINHO CANDOIA;ELEITO POR QP
MG;SENADOR CORTES;VEREADOR;THIAGO RUELA DE OLIVEIRA;THIAGO RUÊLA;ELEITO POR QP
GO;NOVA VENEZA;VEREADOR;HUGO DA SILVA FAQUIM;HUGO FAQUIM;ELEITO POR QP
RN;RIO DO FOGO;VEREADOR;RAIMUNDO BARBOSA DE MELO;RAIMUNDÃO;ELEITO POR QP
GO;PALMINÓPOLIS;VEREADOR;MARIA NELZIRA BORGES CUNHA;MARIA NELZIRA;ELEITO POR QP
RO;MACHADINHO D'OESTE;VEREADOR;MARIA IRONEIDE DOS SANTOS;IRONEIDE INVESTIGADORA;ELEITO POR QP
MT;CAMPOS DE JÚLIO;VEREADOR;MARCOS PAULO DA FONSECA;MARCOS COMIRAN;ELEITO POR QP
RS;CIRÍACO;VEREADOR;ADELAR MELLO DE MORAES;QUEXO;ELEITO POR QP
RS;CIRÍACO;VEREADOR;EVERTON CAMPANHARO RODRIGUES;EVERTON;ELEITO POR QP
RS;HORIZONTINA;VEREADOR;ZULEICA JOSELI SAVICKI WEHNER;ZULEICA;ELEITO POR QP
TO;CAMPOS LINDOS;VEREADOR;IDEUNIRES RAMOS CRUZ;PRETO DO NEZIN;ELEITO POR QP
MA;PRESIDENTE MÉDICI;VEREADOR;FILIPE BARBOSA TEODORO;FILIPE TEODORO;ELEITO POR QP
AM;CAREIRO DA VÁRZEA;VEREADOR;MARIA DAS GRAÇAS CARVALHO MARTINS;GRAÇA MARTINS;ELEITO POR QP
AM;GUAJARÁ;VEREADOR;MANOEL VALTER DE PAULA ALVES;MANOEL VALTER;ELEITO POR QP
AM;GUAJARÁ;VEREADOR;ESMAEL NORMANDO RODRIGUES;EL FAZENDEIRO;ELEITO POR QP
SP;PRATÂNIA;VEREADOR;ODAIR JOSE POLIDO;ODAIR POLIDO;ELEITO POR QP
SC;SÃO JOSÉ DO CERRITO;VEREADOR;JOAO IDALVINO KUSTER;GORDO KUSTER;ELEITO POR QP
BA;AIQUARA;VEREADOR;ANTONIO CARLOS BENTO DOS SANTOS;TIOBA;ELEITO POR QP
SP;SANTA CLARA D'OESTE;VEREADOR;ADEMILSON CARDOSO DA SILVA;PECÃO;ELEITO POR QP
BA;LAURO DE FREITAS;VEREADOR;TITO LUCA DA SILVA COELHO;TITO COELHO;ELEITO POR QP
SP;SETE BARRAS;VEREADOR;FABIANA FERREIRA DE OLIVEIRA FARIA;FABIANA;ELEITO POR QP
BA;MUCURI;VEREADOR;PAULO GOMES MOTA;PAULO DO CARVÃO;ELEITO POR QP
BA;NOVO TRIUNFO;VEREADOR;JOSE CLAUDIO OLIVEIRA DOS SANTOS;CLAUDINHO;ELEITO POR QP
PA;CANAÃ DOS CARAJÁS;VEREADOR;WILSON ANTONIO DA SILVA LEITE;WILSON LEITE;ELEITO POR QP
PA;CANAÃ DOS CARAJÁS;VEREADOR;JONAS MAGALHAES DO NASCIMENTO;JONAS  MAGALHAES;ELEITO POR QP
TO;PEQUIZEIRO;VEREADOR;VALDEZ DE SOUSA LIMA FILHO;VALDEZ FILHO;ELEITO POR QP
TO;RIO DOS BOIS;VEREADOR;ROGÉRIO FERNANDES SOARES;ROGÉRIO ET;ELEITO POR QP
PA;GOIANÉSIA DO PARÁ;VEREADOR;EDMAR PEREIRA RAMOS;EDMAR RAMOS;ELEITO POR QP
TO;SÃO FÉLIX DO TOCANTINS;VEREADOR;JOELMA LIRA DE OLIVEIRA PUGAS;JOELMA;ELEITO POR QP
BA;RUY BARBOSA;VEREADOR;ROBÉRIO LIMA DO NASCIMENTO;DR. ROBERIO;ELEITO POR QP
RN;FRUTUOSO GOMES;VEREADOR;JOSILENE ARAUJO DA SILVA;DODINHA DE MAX;ELEITO POR QP
RN;JARDIM DE ANGICOS;VEREADOR;LEANDRO ROCHA DE MELO;LEANDRO ROCHA;ELEITO POR QP
RN;JARDIM DE ANGICOS;VEREADOR;JOAO BATISTA DE MELO;BATISTA MELO;ELEITO POR QP
RN;SANTANA DO MATOS;VEREADOR;LUIZ FERREIRA DE MACEDO JUNIOR;LUIZ JUNIOR;ELEITO POR QP
PB;SALGADO DE SÃO FÉLIX;VEREADOR;JOSEFA DA PAZ SILVA;DAPAZ;ELEITO POR QP
RR;PACARAIMA;VEREADOR;FRANCISCO SOUSA MELO;MELO;ELEITO POR QP
SP;FERNANDÓPOLIS;VEREADOR;ÉTORE JOSÉ BARONI;BARONI;ELEITO POR QP
RS;ALTO FELIZ;VEREADOR;FABIO ELIAS SCHNEIDER;FABIO SCHNEIDER;ELEITO POR QP
SP;GUARAÇAÍ;VEREADOR;ELAINE PATRICIA MARINI;ELAINE MARINI;ELEITO POR QP
RS;ESTRELA;VEREADOR;JÚLIO CÉSAR SCHORR;JÚLIO CÉSAR SCHORR;ELEITO POR QP
ES;ALTO RIO NOVO;VEREADOR;JOÃO VITOR DE OLIVEIRA REZENDE;JOÃO VITOR REZENDE;ELEITO POR QP
SP;PEREIRA BARRETO;VEREADOR;MAERCIO CORREIA RODRIGUES GOMES;MAERCIO ENROLAMENTO;ELEITO POR QP
BA;MORRO DO CHAPÉU;VEREADOR;ISABELA RIBEIRO DA ROCHA;ISABELA ROCHA;ELEITO POR QP
PI;SÃO RAIMUNDO NONATO;VEREADOR;VICTOR PAIXAO RIBEIRO SILVEIRA;VICTOR PAIXÃO;ELEITO POR QP
GO;MOIPORÁ;VEREADOR;ALDEIR SOUZA RODRIGUES;ALDEIR GOLEIRO;ELEITO POR QP
PR;ALTAMIRA DO PARANÁ;VEREADOR;ANISIO APARECIDO CORDEIRO;NIZÃO;ELEITO POR QP
BA;PONTO NOVO;VEREADOR;ROSEVAL SILVA DOS SANTOS;NEGO DA MELANCIA;ELEITO POR QP
BA;QUIXABEIRA;VEREADOR;EDINAEL REIS LIMA;CIEL REIS;ELEITO POR QP
CE;UBAJARA;VEREADOR;SUSENILDA COSTA BARROS;SUSY COSTA;ELEITO POR QP
CE;VÁRZEA ALEGRE;VEREADOR;FRUTUOSO DE OLIVEIRA SOUSA;FRUTUOSO;ELEITO POR QP
MA;PINHEIRO;VEREADOR;EDUARDO LYNNIK RIBEIRO RODRIGUES;EDUARDO DA RALPNET;ELEITO POR QP
RS;SANTA CLARA DO SUL;VEREADOR;ROSANI MARIA HENDGES RICHTER;ROSANI RICHTER;ELEITO POR QP
ES;SANTA MARIA DE JETIBÁ;VEREADOR;ADAIR LUCHT;ADAIR LUCHT;ELEITO POR QP
SP;TANABI;VEREADOR;CELSO TARIFA DE LIMA;CELSO LIMA;ELEITO POR QP
GO;JESÚPOLIS;VEREADOR;ISAAC FRANCISCO DE MORAIS;ISAAC MORAIS;ELEITO POR QP
MA;ALTO ALEGRE DO MARANHÃO;VEREADOR;CLEUSINEI SANTANA SILVA;GORDO DO ZE DE PAULA;ELEITO POR QP
MA;CÂNDIDO MENDES;VEREADOR;JOANA COSTA CUNHA;JOANA DO SINDICATO;ELEITO POR QP
SC;GAROPABA;VEREADOR;ROGÉRIO LINHARES;DEDÉU;ELEITO POR QP
MG;CARMÉSIA;VEREADOR;RUBENS FERREIRA DE CARVALHO;RUBENS FERREIRA;ELEITO POR QP
MG;COMENDADOR GOMES;VEREADOR;ANIRON PEREIRA DA COSTA JÚNIOR;ANIRON;ELEITO POR QP
MG;COMENDADOR GOMES;VEREADOR;LEANDRO SILVA FERREIRA;LEANDRINHO;ELEITO POR QP
SC;MIRIM DOCE;VEREADOR;ELÉSIO GREGORIO BORGHESAN;ELÉSIO;ELEITO POR QP
MA;SÃO LUÍS;VEREADOR;RAIMUNDO IVANIR ABREU PENHA;RAIMUNDO PENHA;ELEITO POR QP
PA;GURUPÁ;VEREADOR;MARCELY TEIXEIRA SALES;MARCELY TEIXEIRA;ELEITO POR QP
MG;FRANCISCO BADARÓ;VEREADOR;ADILSON DE SOUSA PASSOS;TAM;ELEITO POR QP
MG;JOSÉ RAYDAN;VEREADOR;ADEILSON VIEGAS DE OLIVEIRA;ADEILSON;ELEITO POR QP
MG;LAGOA FORMOSA;VEREADOR;GILSON DE SOUZA BRAGA;GILSON DO ZALIM;ELEITO POR QP
PA;MUANÁ;VEREADOR;MADSON COSTA DOS SANTOS;MADSON SANTOS;ELEITO POR QP
MG;NACIP RAYDAN;VEREADOR;CINTHYA APARECIDA ALMEIDA PAIS BRAGA;CINTHYA DA SAÚDE;ELEITO POR QP
PB;AREIAL;VEREADOR;JOSE RONALDO DE SOUZA;RONALDO DE ADILMA;ELEITO POR QP
PB;UMBUZEIRO;VEREADOR;EDVANIA GOMES DE AMORIM OLIVEIRA;EDIVÂNIA AMORIM;ELEITO POR QP
PE;DORMENTES;VEREADOR;MARIA DO SOCORRO NASCIMENTO RODRIGUES;CORRINHA DA SAÚDE;ELEITO POR QP
MS;CARACOL;VEREADOR;RONISON CENTURIAO PEREIRA;TICO;ELEITO POR QP
PE;ITAQUITINGA;VEREADOR;IZAEL PEDRO DA SILVA;IZAEL DA SAÚDE;ELEITO POR QP
PI;CALDEIRÃO GRANDE DO PIAUÍ;VEREADOR;MARCIANO ANTONIO DE SOUSA;MARCIANO;ELEITO POR QP
SC;CUNHATAÍ;VEREADOR;CRISTINA MÜLLER PEREIRA;CRISTINA;ELEITO POR QP
SC;IPUAÇU;VEREADOR;LEONARDO HENRIQUE FERREIRA DE MARCO;LEONARDO;ELEITO POR QP
SP;JUNDIAÍ;VEREADOR;JOSÉ ANTONIO KACHAN JUNIOR;DR KACHAN JR COISA LINDA;ELEITO POR QP
PI;ESPERANTINA;VEREADOR;ROBERTO DENIS CARVALHO LAGES;ROBERTO DENIS;ELEITO POR QP
PI;PIRIPIRI;VEREADOR;DOMINGOS GOMES DE CARVALHO;DOMINGÃO;ELEITO POR QP
PI;SÃO JULIÃO;VEREADOR;GRACIEUDA LOPES VIANA;GRACIEUDA LOPES;ELEITO POR QP
PI;SÃO LOURENÇO DO PIAUÍ;VEREADOR;SALOMÉ DE SANTANA ASSIS BASTOS;SALOMÉ ASSIS;ELEITO POR QP
SP;MONTEIRO LOBATO;VEREADOR;JOSE DONIZETI PEREIRA;DONIZETI;ELEITO POR QP
SP;PONTAL;VEREADOR;DANNA CILLIZARA BASSO PEREIRA;DANNA BASSO ENFERMEIRA;ELEITO POR QP
SP;PONTAL;VEREADOR;ROBSON APARECIDO SANTOS;ROBSON SANTOS ROBINHO;ELEITO POR QP
RS;SERTÃO;VEREADOR;RENATO LUIS DELLA VECHIA;RENATO DELLA VECHIA;ELEITO POR QP
AP;CUTIAS;VEREADOR;JERFFERSON ALVES DOS SANTOS;PIRANHA;ELEITO POR QP
MG;CAPELINHA;VEREADOR;VALDECI SOARES RODRIGUES;CÍ DA FARMÁCIA;ELEITO POR QP
SP;ICÉM;VEREADOR;LUZIA MARTINS MALHEIRO;LUZIA DO PICUTA;ELEITO POR QP
BA;CORONEL JOÃO SÁ;VEREADOR;JOSE DE JESUS SANTOS;DÉ DE TEREZINHA;ELEITO POR QP
SP;MAIRINQUE;VEREADOR;ANDRE PEREIRA DA ROCHA;ANDRE TERRAPLANAGEM;ELEITO POR QP
MG;DIVINÉSIA;VEREADOR;ROSELI DE FREITAS FERREIRA;ROSELI DE FREITAS;ELEITO POR QP
PB;ASSUNÇÃO;VEREADOR;COSME INACIO MACIEL;COCÓ MACIEL;ELEITO POR QP
PR;QUATIGUÁ;VEREADOR;LOURENÇO PITARELLO;KANE;ELEITO POR QP
PE;ALTINHO;VEREADOR;LEOMAR CÍCERO FARIAS DE LIMA;LEOMAR DE LANCO;ELEITO POR QP
RJ;IGUABA GRANDE;VEREADOR;BALLIESTER WERNECK DE PRAGUER;BALLIESTER;ELEITO POR QP
PE;CAMARAGIBE;VEREADOR;JULIO SOARES DE ALBUQUERQUE NETO;JULIO SOARES;ELEITO POR QP
RJ;PARAÍBA DO SUL;VEREADOR;DIOGO DO NASCIMENTO AZEVEDO;DIOGO JACARÉ;ELEITO POR QP
PE;MOREILÂNDIA;VEREADOR;CARLOS AUGUSTO BEZERRA CRUZ;CARLOS BEZERRA;ELEITO POR QP
RN;ALEXANDRIA;VEREADOR;CICERO BERNARDINO DA SILVA;CICERO BERNARDINO;ELEITO POR QP
MG;SÃO JOSÉ DA LAPA;VEREADOR;KLEYTON CARLOS DOS SANTOS;KLEYTINHO;ELEITO POR QP
PE;SÃO VICENTE FÉRRER;VEREADOR;MANOEL LUIS DO NASCIMENTO;MANOEL DA VENDA;ELEITO POR QP
PE;SÃO VICENTE FÉRRER;VEREADOR;JOSIVAN SEVERINO DA SILVA;JOSIVAN;ELEITO POR QP
PI;ANTÔNIO ALMEIDA;VEREADOR;JUCIVANIA DOS SANTOS FRANCO;JUCIVANIA;ELEITO POR QP
PA;PARAGOMINAS;VEREADOR;ISAIAS MAGALHAES DE BRITO;CAÇULA;ELEITO POR QP
MG;SÃO TIAGO;VEREADOR;WILLIAN REIS DE CASTRO;WILLIAN TICO E TECO;ELEITO POR QP
RS;AJURICABA;VEREADOR;NARDELI MAURI UHDE;NARDELI UHDE;ELEITO POR QP
PR;ESPIGÃO ALTO DO IGUAÇU;VEREADOR;EDIMIR CZECHOSKI;CHUVISCO;ELEITO POR QP
RS;GUARANI DAS MISSÕES;VEREADOR;TACIANE ZALEWSKI;TACI;ELEITO POR QP
RS;MAQUINÉ;VEREADOR;ANELISE MANSAN;ANELISE MANSAN;ELEITO POR QP
BA;LENÇÓIS;VEREADOR;CRISTIANA BATISTA DE OLIVEIRA REGIS SALDANHA DOS SANTOS;CRIS;ELEITO POR QP
PR;JANIÓPOLIS;VEREADOR;ODAIR BARBOSA;ODAIR BARBOSA;ELEITO POR QP
PR;LARANJAL;VEREADOR;GLAUCIO DE OLIVEIRA;GLAUCIO;ELEITO POR QP
MG;CONGONHAS DO NORTE;VEREADOR;FRANCISCO CUSTODIO DA SILVA;CHIQUINHO DA EXTREMA;ELEITO POR QP
MG;IMBÉ DE MINAS;VEREADOR;WALDEIR BARBOSA RIBEIRO;WALDEIR DA SAUDE;ELEITO POR QP
BA;XIQUE-XIQUE;VEREADOR;ESERMILSON ROCHA;ESERMILSON ROCHA;ELEITO POR QP
CE;MAURITI;VEREADOR;JOSE DEUZIVAN DA SILVA;PROFESSOR DEUZIVAN;ELEITO POR QP
CE;SOBRAL;VEREADOR;FRANCISCO QUARIGUASI DA SILVA;DR QUARIGUASI;ELEITO POR QP
MG;CONSELHEIRO PENA;VEREADOR;LEANDRO JOAQUIM DE SIQUEIRA;LEANDRO DO PADRE ANGELO;ELEITO POR QP
BA;ITAPARICA;VEREADOR;LORISVAL MONTEIRO;LORISVAL O AMIGO DO POVO;ELEITO POR QP
MG;NATALÂNDIA;VEREADOR;CESAR SOARES DA SILVA;CÉSAR SILVA;ELEITO POR QP
GO;JAUPACI;VEREADOR;ANTONIO VALMIR FREIRE;VALMIR CEARENSE;ELEITO POR QP
PR;VITORINO;VEREADOR;VANDERSON JUNIOR ECHER;VANDERSON ECHER;ELEITO POR QP
RJ;ANGRA DOS REIS;VEREADOR;JANE ROSELI VEIGA;JANE VEIGA;ELEITO POR QP
GO;SANTO ANTÔNIO DA BARRA;VEREADOR;RODRIGO PIRES PEREIRA;RODRIGO DO GÁS;ELEITO POR QP
MG;SANTA LUZIA;VEREADOR;FERNANDO PEREIRA DA SILVA;NANDINHO;ELEITO POR QP
MA;TUTÓIA;VEREADOR;JAMILZA NEVES BAQUIL PIERRI;JAMILZA BAQUIL;ELEITO POR QP
MG;RIO ACIMA;VEREADOR;MARCUS VINICIUS ROCHA MORGAN;MARCUS MORGAN;ELEITO POR QP
RJ;CAMPOS DOS GOYTACAZES;VEREADOR;FÁBIO AUGUSTO VIANA RIBEIRO;FÁBIO RIBEIRO;ELEITO POR QP
RJ;CAMPOS DOS GOYTACAZES;VEREADOR;BRUNO FERNANDO SANTOS DE AZEVEDO;BRUNO PEZÃO;ELEITO POR QP
MG;ALBERTINA;VEREADOR;LEANDRO LUIZ;LEANDRO DO DITO ROSA;ELEITO POR QP
MG;BETIM;VEREADOR;CLAUDIO FERNANDES;CLAUDINHO;ELEITO POR QP
SC;CAIBI;VEREADOR;SENOR LUIZ ANSELMINI;SENOR LUIZ ANSELMINI;ELEITO POR QP
SC;CAIBI;VEREADOR;DIVAIR GALLON;DIVAIR GALLON;ELEITO POR QP
SC;HERVAL D'OESTE;VEREADOR;LEONARDO MASCARELLO;PROFESSOR LEO MASCARELLO;ELEITO POR QP
MG;VIEIRAS;VEREADOR;JOSÉLIO LOPES DE FARIA;JOSÉLIO DA AGRICULTURA;ELEITO POR QP
TO;CHAPADA DE AREIA;VEREADOR;NEURIVAN GOMES DOS REIS;CELCA;ELEITO POR QP
RS;ALEGRETE;VEREADOR;CLÉO SEVERO TRINDADE;CLÉO TRINDADE;ELEITO POR QP
RS;CAMPO BOM;VEREADOR;JOÃO PAULO BERKEMBROCK;JOÃO PAULO;ELEITO POR QP
RS;CAMPO BOM;VEREADOR;CELSO RODRIGUES DA SILVA;CELSINHO;ELEITO POR QP
AL;TRAIPU;VEREADOR;MARIA DA PENHA DOS SANTOS MELO;PENHA DE PIRANHAS;ELEITO POR QP
AL;TRAIPU;VEREADOR;CASSIO FERNANDO DE CARVALHO ROLIM;FERNANDO DO BIDA;ELEITO POR QP
MT;JUSCIMEIRA;VEREADOR;FABRICIO ALVES BRANDÃO;CIRILO;ELEITO POR QP
RS;PAROBÉ;VEREADOR;DIEGO DOS SANTOS RODRIGUES;DIEGO DJ;ELEITO POR QP
MT;PRIMAVERA DO LESTE;VEREADOR;JOELIO ROSA DE MORAES;JOELIO MORAES;ELEITO POR QP
SP;FLORA RICA;VEREADOR;EDIVALDO ALVES BRITO;DIL BRITO;ELEITO POR QP
AM;MANAUS;VEREADOR;RODRIGO GUEDES OLIVEIRA DE ARAÚJO;RODRIGO GUEDES;ELEITO POR QP
CE;IPU;VEREADOR;FRANCISCO DAS CHAGAS TAVARES DA SILVA;CHAGAS TETEU ;ELEITO POR QP
AM;MANAUS;VEREADOR;JAILDO DE OLIVEIRA SILVA;JAILDO OLIVEIRA;ELEITO POR QP
SP;PEDRANÓPOLIS;VEREADOR;ARILDO RIBEIRO DONATO;ARILDO;ELEITO POR QP
SP;SABINO;VEREADOR;JOAO CARLOS DE ALMEIDA;JAUM DA LANCHONETE;ELEITO POR QP
BA;GUANAMBI;VEREADOR;BELONÍZIO NUNES ARAUJO;TIÃO NUNES;ELEITO POR QP
BA;GUANAMBI;VEREADOR;WILLIAM RODRIGUES DA SILVA DONATO;WILLIAM DE ZAQUEU;ELEITO POR QP
GO;CAMPO ALEGRE DE GOIÁS;VEREADOR;CLÁUDIO BARBOSA DE BRITO;CLÁUDIO DO ÔNIBUS;ELEITO POR QP
BA;IRAQUARA;VEREADOR;EOVÂNIO JESUS DOS SANTOS;EOVÂNIO;ELEITO POR QP
BA;IUIU;VEREADOR;DIOGO FERNANDES RIBEIRO;DIOGO RIBEIRO;ELEITO POR QP
BA;ALAGOINHAS;VEREADOR;JURACY FERREIRA DO NASCIMENTO;JURACY;ELEITO POR QP
GO;MONTIVIDIU;VEREADOR;TAINARA SANTOS DA SILVA CRUVINEL;TAINARA CRUVINEL;ELEITO POR QP
TO;FORMOSO DO ARAGUAIA;VEREADOR;JOÃO LUIZ DA SILVA;JOÃO LUIZ BONANZA;ELEITO POR QP
TO;GUARAÍ;VEREADOR;KARINA ADRIANA SACRAMENTO;KARINA SACRAMENTO;ELEITO POR QP
TO;TUPIRAMA;VEREADOR;ZÉLIA COSTA GOMES;ZÉLIA COSTA;ELEITO POR QP
RJ;PINHEIRAL;VEREADOR;RONILTON FRANCISCO ASSIS MARINHO;RONILTON DO CRUZEIRO;ELEITO POR QP
MA;GOVERNADOR NUNES FREIRE;VEREADOR;ANTONIO JOSE LIMA DA SILVA FILHO;GORDO;ELEITO POR QP
PA;TRAIRÃO;VEREADOR;CHARLES MARCELINO DE SOUSA;CHARLES DA AGRICULTURA;ELEITO POR QP
RN;APODI;VEREADOR;ANTÔNIO LAETE OLIVEIRA DE SOUZA;LAETE;ELEITO POR QP
PA;TRAIRÃO;VEREADOR;ALDEIZA MOURA DA CRUZ;DOROCA;ELEITO POR QP
RN;BREJINHO;VEREADOR;KELLIA CRISTINA DA SILVA;KELLIA MATIAS;ELEITO POR QP
RN;BREJINHO;VEREADOR;FRANCISCO CANINDE GUIMARAES CARVALHO;FRANCISCO CARVALHO;ELEITO POR QP
PR;SANTA INÊS;VEREADOR;EDUARDO LEDES VIEIRA;EDUARDO BUGU;ELEITO POR QP
PB;CONCEIÇÃO;VEREADOR;GILVANDRO RAMALHO BRAGA;VANDIM BRAGA;ELEITO POR QP
RN;MESSIAS TARGINO;VEREADOR;JUSCELINO HERCULANO JALES;JUSCELINO;ELEITO POR QP
RN;LAGOA D'ANTA;VEREADOR;HERIBERTO DE MOURA MARTINS;HERIBERTO;ELEITO POR QP
PB;SERRA DA RAIZ;VEREADOR;SEBASTIAO LIRA MARQUES;SEBASTIAO MARQUES;ELEITO POR QP
PE;AFRÂNIO;VEREADOR;MARIA GORETTE COELHO CAVALCANTI;GORETTE CAVALCANTI;ELEITO POR QP
RN;SANTO ANTÔNIO;VEREADOR;FRANCICARLOS DA SILVA SANTOS;FRANCICARLOS DO SINDICATO;ELEITO POR QP
RO;CEREJEIRAS;VEREADOR;ELOI ANTONIO RONSANI;ELOI;ELEITO POR QP
MG;BANDEIRA;VEREADOR;EDUARDO LIMA NOVAIS;DUDA DA SAÚDE;ELEITO POR QP
RS;DOIS IRMÃOS;VEREADOR;ELONY EDGAR NYLAND;ELONY NYLAND (ELO);ELEITO POR QP
PE;LIMOEIRO;VEREADOR;ROBERTO MARQUES DA SILVA;BETO DE WASHINGTON;ELEITO POR QP
RO;OURO PRETO DO OESTE;VEREADOR;MILLENEKER VASCONCELOS DE FREITAS;MILÃO;ELEITO POR QP
PE;PALMEIRINA;VEREADOR;JOSE ADILSON DA SILVA;IRMÃO BIDE;ELEITO POR QP
SC;SÃO LUDGERO;VEREADOR;DAIANA DIMON;DAIANA ;ELEITO POR QP
PI;JOSÉ DE FREITAS;VEREADOR;ZILZIMAR FERNANDES DE SOUSA;ZILZIMAR FERNANDES;ELEITO POR QP
SC;SÃO MIGUEL DO OESTE;VEREADOR;ANA FLÁVIA MOREIRA;ANA FLÁVIA;ELEITO POR QP
PI;MONSENHOR HIPÓLITO;VEREADOR;JULIO ANTONIO DE SOUSA ARRAIS;JULIO DO CAJU;ELEITO POR QP
PI;PAULISTANA;VEREADOR;JOSENILDO JERNEVAL DELMONDES;NILDO MOTOS;ELEITO POR QP
SC;URUBICI;VEREADOR;ROBSON VELHO TOMIELLO;ROBSON BARTHÔ;ELEITO POR QP
SC;URUBICI;VEREADOR;EOLANDA TEREZINHA DA ROSA COSTA;LANDA DA ROSA COSTA;ELEITO POR QP
PI;TAMBORIL DO PIAUÍ;VEREADOR;SEBASTIÃO FERREIRA DA SILVA;IRMÃO TIÃO;ELEITO POR QP
BA;NOVA ITARANA;VEREADOR;CARLOS DOS SANTOS COELHO;BAM DA SAUDE;ELEITO POR QP
BA;PIATÃ;VEREADOR;JAIRO OLIVEIRA SILVA;JAIRO MOTORISTA;ELEITO POR QP
BA;PIATÃ;VEREADOR;SAMUEL MIRON SILVA MATOS;SAMUEL MIRON;ELEITO POR QP
BA;MALHADA DE PEDRAS;VEREADOR;JAIME GONSALVES AGUIAR;JAIME DE MAROTO;ELEITO POR QP
BA;MALHADA DE PEDRAS;VEREADOR;GABRIEL LEITE FERREIRA;GABRIEL DE TICHA;ELEITO POR QP
BA;NOVA FÁTIMA;VEREADOR;LUCIANO DA CUNHA PEREIRA;LUBA DE ZE HILTON;ELEITO POR QP
BA;URANDI;VEREADOR;JOSÉ DIAS DA SILVA;ZÉ DE TONHÃO;ELEITO POR QP
CE;FORQUILHA;VEREADOR;ROQUE GONÇALVES LIMA FILHO;ROQUE FILHO;ELEITO POR QP
CE;CAPISTRANO;VEREADOR;MARTA MARIA MACIEL MENDONÇA GOMES;MARTA MENDONÇA;ELEITO POR QP
RS;TIO HUGO;VEREADOR;DELCIO WIEDTHAUPER;DELCIO;ELEITO POR QP
CE;NOVA OLINDA;VEREADOR;DAMIAO AURELIANO FERREIRA DE SOUZA;AURELIANO SOUZA;ELEITO POR QP
MG;CACHOEIRA DOURADA;VEREADOR;SIMONE APARECIDA MATTOS;SIMONE MATTOS;ELEITO POR QP
SP;GUARACI;VEREADOR;LEANDRO FERNANDES MACHADO;LECÃO MACHADO;ELEITO POR QP
ES;GUARAPARI;VEREADOR;VINÍCIUS LINO NASCIMENTO;VINICIUS LINO;ELEITO POR QP
MG;CORONEL FABRICIANO;VEREADOR;PAULO VIRGILIO DA SILVA;PAULINHO;ELEITO POR QP
ES;VIANA;VEREADOR;GUILHERME FIRME LUBE;GUILHERME LUBE;ELEITO POR QP
CE;TAUÁ;VEREADOR;RONALDO CÉSAR FEITOSA ALEXANDRINO CIDRÃO FILHO;RONALDINHO;ELEITO POR QP
SP;VARGEM GRANDE DO SUL;VEREADOR;ANTONIO SERGIO DA SILVA;SERGINHO DA FARMACIA;ELEITO POR QP
MG;JOAÍMA;VEREADOR;JUNIOR WARLEY GONÇALVES PEREIRA;TUIA;ELEITO POR QP
PA;CACHOEIRA DO ARARI;VEREADOR;ODIRVALDO AVELAR;AVELAR;ELEITO POR QP
GO;CATALÃO;VEREADOR;ROSANGELA SANTANA FERREIRA;ROSÂNGELA DOS DIABETICOS;ELEITO POR QP
PA;CURIONÓPOLIS;VEREADOR;ADRIANA  GOMES DA SILVA;ADRIANA GOMES;ELEITO POR QP
MA;ANAJATUBA;VEREADOR;RICHARDSON MARTINS DOS REIS;RICHARDSON REIS;ELEITO POR QP
MA;BREJO DE AREIA;VEREADOR;LEILDE ALVES NASCIMENTO ROSA;LEILDE ALVES;ELEITO POR QP
MA;DOM PEDRO;VEREADOR;ERENILTO ALVES DA SILVA;GONGO SILVA;ELEITO POR QP
